trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1690,False,"{'a': 0.13025439618751747, 'e': 0.03393241545234953}",20,14,10.894440627502146,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1691,False,"{'a': 0.13012407659892314, 'e': 0.03386455062144483}",25,6,35.18608240613778,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1692,False,"{'a': 0.12999388739514242, 'e': 0.03379682152020194}",20,13,14.071796095697174,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1693,False,"{'a': 0.1298638284457253, 'e': 0.03372922787716154}",25,14,18.319396753020285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1694,False,"{'a': 0.12973389962035214, 'e': 0.033661769421407216}",25,7,29.685188578712292,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1695,False,"{'a': 0.12960410078883386, 'e': 0.033594445882564404}",30,6,46.97370060099032,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1696,False,"{'a': 0.12947443182111146, 'e': 0.033527256990799274}",30,13,31.282401853700204,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1697,False,"{'a': 0.12934489258725618, 'e': 0.03346020247681768}",25,16,17.656827881405448,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1698,False,"{'a': 0.12921548295746924, 'e': 0.03339328207186404}",25,20,8.65783377891407,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1699,False,"{'a': 0.12908620280208166, 'e': 0.03332649550772031}",20,13,13.67409006551251,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1700,False,"{'a': 0.12895705199155427, 'e': 0.033259842516704864}",25,17,18.10763617225008,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1701,False,"{'a': 0.12882803039647747, 'e': 0.03319332283167145}",20,0,30.924213097066293,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1702,False,"{'a': 0.12869913788757115, 'e': 0.03312693618600811}",30,14,25.79793849149941,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1703,False,"{'a': 0.12857037433568452, 'e': 0.03306068231363609}",30,10,11.454444103778568,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
1704,False,"{'a': 0.128441739611796, 'e': 0.032994560949008815}",20,5,18.32843048288607,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1705,False,"{'a': 0.12831323358701316, 'e': 0.0329285718271108}",25,6,32.102581296105825,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1706,False,"{'a': 0.1281848561325724, 'e': 0.03286271468345658}",25,14,20.84535798217913,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1707,False,"{'a': 0.12805660711983913, 'e': 0.032796989254089665}",20,9,16.256808769230492,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1708,False,"{'a': 0.12792848642030727, 'e': 0.032731395275581485}",25,11,24.194353518613806,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1709,False,"{'a': 0.12780049390559944, 'e': 0.03266593248503032}",35,23,24.164772560896356,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1710,False,"{'a': 0.12767262944746666, 'e': 0.03260060062006026}",20,13,12.534998160776935,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1711,False,"{'a': 0.12754489291778823, 'e': 0.03253539941882014}",30,0,49.353726578968065,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1712,False,"{'a': 0.1274172841885717, 'e': 0.032470328619982496}",30,24,12.694842285521343,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1713,False,"{'a': 0.12728980313195265, 'e': 0.03240538796274253}",20,10,17.32631138207065,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1714,False,"{'a': 0.12716244962019457, 'e': 0.03234057718681705}",25,10,24.403466286123436,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1715,False,"{'a': 0.12703522352568877, 'e': 0.032275896032443414}",30,18,21.81072639207727,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1716,False,"{'a': 0.1269081247209542, 'e': 0.032211344240378526}",25,2,37.203703309535356,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1717,False,"{'a': 0.12678115307863738, 'e': 0.032146921551897766}",25,8,21.359636636162655,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1718,False,"{'a': 0.12665430847151227, 'e': 0.03208262770879397}",20,10,22.398797775308342,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1719,False,"{'a': 0.1265275907724801, 'e': 0.03201846245337638}",30,10,26.84410174806414,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1720,False,"{'a': 0.12640099985456926, 'e': 0.03195442552846963}",30,9,35.50077958478444,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1721,False,"{'a': 0.12627453559093513, 'e': 0.03189051667741269}",30,16,23.661901076502666,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1722,False,"{'a': 0.12614819785486012, 'e': 0.031826735644057864}",25,15,14.43170357527692,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1723,False,"{'a': 0.12602198651975327, 'e': 0.03176308217276975}",25,19,12.558941031268626,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1724,False,"{'a': 0.1258959014591504, 'e': 0.03169955600842421}",30,16,27.051663499397833,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1725,False,"{'a': 0.12576994254671375, 'e': 0.031636156896407364}",25,2,38.7022048525178,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1726,False,"{'a': 0.1256441096562321, 'e': 0.03157288458261455}",25,12,26.690721032817475,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1727,False,"{'a': 0.12551840266162034, 'e': 0.03150973881344932}",20,9,24.20659689452064,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1728,False,"{'a': 0.12539282143691963, 'e': 0.031446719335822416}",25,13,15.795555154724212,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1729,False,"{'a': 0.1252673658562971, 'e': 0.031383825897150774}",20,7,22.817338667328578,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1730,False,"{'a': 0.1251420357940458, 'e': 0.03132105824535647}",30,10,23.22740866437057,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1731,False,"{'a': 0.1250168311245845, 'e': 0.031258416128865756}",25,14,8.590899138602001,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1732,False,"{'a': 0.12489175172245769, 'e': 0.031195899296608025}",20,6,26.51144392501279,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1733,False,"{'a': 0.12476679746233532, 'e': 0.031133507498014808}",30,10,35.48273979591531,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1734,False,"{'a': 0.12464196821901277, 'e': 0.031071240483018778}",25,6,32.42705215754117,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1735,False,"{'a': 0.12451726386741065, 'e': 0.03100909800205274}",25,14,22.615934191577416,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1736,False,"{'a': 0.12439268428257474, 'e': 0.030947079806048633}",25,14,22.437682589061723,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1737,False,"{'a': 0.12426822933967582, 'e': 0.030885185646436535}",25,11,23.36332472879196,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1738,False,"{'a': 0.12414389891400959, 'e': 0.03082341527514366}",25,14,4.236432531449943,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1739,False,"{'a': 0.12401969288099647, 'e': 0.030761768444593374}",20,9,12.218099652898646,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1740,False,"{'a': 0.12389561111618157, 'e': 0.030700244907704188}",20,12,3.3042468706918102,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1741,False,"{'a': 0.12377165349523447, 'e': 0.030638844417888778}",25,8,29.76087428063346,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1742,False,"{'a': 0.1236478198939492, 'e': 0.030577566729053}",20,12,19.178503630832857,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1743,False,"{'a': 0.12352411018824401, 'e': 0.030516411595594893}",25,3,42.040139588922614,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1744,False,"{'a': 0.1234005242541613, 'e': 0.0304553787724037}",20,9,19.68807269472933,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1745,False,"{'a': 0.12327706196786752, 'e': 0.030394468014858893}",30,18,23.893871801980154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1746,False,"{'a': 0.12315372320565297, 'e': 0.030333679078829175}",20,9,23.749654921398335,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1747,False,"{'a': 0.12303050784393178, 'e': 0.030273011720671518}",20,0,33.873508420236256,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1748,False,"{'a': 0.12290741575924166, 'e': 0.030212465697230174}",20,12,15.422059051154624,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1749,False,"{'a': 0.12278444682824391, 'e': 0.030152040765835712}",25,9,29.239262888253414,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1750,False,"{'a': 0.12266160092772319, 'e': 0.03009173668430404}",30,12,36.64329272005792,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1751,False,"{'a': 0.12253887793458743, 'e': 0.030031553210935435}",20,0,27.676441005360704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1752,False,"{'a': 0.12241627772586774, 'e': 0.029971490104513564}",20,12,14.665096257085247,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1753,False,"{'a': 0.12229380017871824, 'e': 0.029911547124304536}",20,8,25.85980595914571,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1754,False,"{'a': 0.122171445170416, 'e': 0.029851724030055926}",20,16,6.53706106001461,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1755,False,"{'a': 0.12204921257836081, 'e': 0.029792020581995815}",30,20,17.69608129359443,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1756,False,"{'a': 0.12192710228007517, 'e': 0.029732436540831825}",20,12,16.839289618325296,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1757,False,"{'a': 0.1218051141532041, 'e': 0.02967297166775016}",35,19,30.344160542687654,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1758,False,"{'a': 0.12168324807551502, 'e': 0.02961362572441466}",25,17,-27.66466489087289,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1759,False,"{'a': 0.12156150392489769, 'e': 0.029554398472965832}",25,10,26.753900509121326,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1760,False,"{'a': 0.121439881579364, 'e': 0.0294952896760199}",20,11,19.394773362663557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1761,False,"{'a': 0.12131838091704789, 'e': 0.02943629909666786}",30,13,23.343935288019182,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1762,False,"{'a': 0.12119700181620527, 'e': 0.029377426498474524}",25,10,15.791728287266736,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1763,False,"{'a': 0.1210757441552138, 'e': 0.029318671645477575}",20,10,17.92544351010023,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1764,False,"{'a': 0.12095460781257285, 'e': 0.02926003430218662}",20,7,4.044756477477984,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1765,False,"{'a': 0.12083359266690337, 'e': 0.02920151423358225}",20,15,10.235534043436127,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1766,False,"{'a': 0.1207126985969477, 'e': 0.029143111205115084}",30,19,22.439974253719456,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1767,False,"{'a': 0.12059192548156956, 'e': 0.029084824982704854}",25,8,28.580827500683053,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1768,False,"{'a': 0.12047127319975381, 'e': 0.029026655332739446}",25,15,18.33654256692172,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1769,False,"{'a': 0.12035074163060643, 'e': 0.028968602022073967}",20,0,17.978009951823957,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1770,False,"{'a': 0.12023033065335431, 'e': 0.02891066481802982}",25,18,11.142138359535888,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1771,False,"{'a': 0.12011004014734522, 'e': 0.02885284348839376}",25,17,14.232011739352668,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1772,False,"{'a': 0.11998986999204761, 'e': 0.028795137801416973}",20,11,21.537652643278584,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1773,False,"{'a': 0.11986982006705052, 'e': 0.028737547525814137}",25,15,17.714037491542953,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1774,False,"{'a': 0.1197498902520635, 'e': 0.02868007243076251}",35,17,35.69626346959261,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1775,False,"{'a': 0.11963008042691643, 'e': 0.028622712285900985}",20,4,28.728759551052686,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1776,False,"{'a': 0.11951039047155938, 'e': 0.028565466861329183}",20,9,20.64097586965345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1777,False,"{'a': 0.1193908202660626, 'e': 0.028508335927606526}",20,12,15.564479207423904,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1778,False,"{'a': 0.11927136969061626, 'e': 0.02845131925575131}",20,14,12.601499236979457,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1779,False,"{'a': 0.11915203862553048, 'e': 0.02839441661723981}",30,20,20.48221807759254,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1780,False,"{'a': 0.11903282695123503, 'e': 0.02833762778400533}",35,25,19.353399595922816,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1781,False,"{'a': 0.11891373454827942, 'e': 0.02828095252843732}",25,14,21.824126333621134,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1782,False,"{'a': 0.11879476129733256, 'e': 0.028224390623380446}",25,13,19.76025482267694,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1783,False,"{'a': 0.11867590707918285, 'e': 0.028167941842133684}",20,14,11.463298319560458,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1784,False,"{'a': 0.1185571717747379, 'e': 0.02811160595844942}",25,11,28.40613352548017,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1785,False,"{'a': 0.11843855526502449, 'e': 0.02805538274653252}",20,12,16.16190829429199,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1786,False,"{'a': 0.11832005743118842, 'e': 0.027999271981039454}",25,18,13.31903044130664,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1787,False,"{'a': 0.11820167815449444, 'e': 0.027943273437077375}",25,17,10.757245576245749,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1788,False,"{'a': 0.11808341731632604, 'e': 0.02788738689020322}",25,16,15.800725585867461,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1789,False,"{'a': 0.11796527479818544, 'e': 0.027831612116422814}",25,8,29.949378480909722,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1790,False,"{'a': 0.1178472504816934, 'e': 0.02777594889218997}",35,24,18.444983210541633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1791,False,"{'a': 0.11772934424858908, 'e': 0.02772039699440559}",20,11,17.264951649338066,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1792,False,"{'a': 0.11761155598073, 'e': 0.027664956200416778}",20,4,25.670564492076043,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1793,False,"{'a': 0.1174938855600919, 'e': 0.027609626288015943}",20,12,15.824855794257122,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1794,False,"{'a': 0.11737633286876854, 'e': 0.02755440703543991}",20,2,28.01912798718827,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1795,False,"{'a': 0.11725889778897172, 'e': 0.027499298221369033}",20,11,18.19313428502288,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1796,False,"{'a': 0.117141580203031, 'e': 0.027444299624926293}",20,12,15.992829326118525,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1797,False,"{'a': 0.11702437999339377, 'e': 0.02738941102567644}",20,8,20.082908119542846,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1798,False,"{'a': 0.11690729704262494, 'e': 0.027334632203625087}",30,16,23.417662976978775,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1799,False,"{'a': 0.11679033123340699, 'e': 0.027279962939217837}",35,22,25.481479734775554,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1800,False,"{'a': 0.1166734824485397, 'e': 0.0272254030133394}",25,17,16.464764944858256,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1801,False,"{'a': 0.11655675057094017, 'e': 0.02717095220731272}",25,8,31.98461023798618,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1802,False,"{'a': 0.11644013548364261, 'e': 0.027116610302898095}",20,2,32.72762609282046,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1803,False,"{'a': 0.11632363706979829, 'e': 0.0270623770822923}",35,18,17.975317642846882,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1804,False,"{'a': 0.11620725521267533, 'e': 0.027008252328127716}",25,11,24.64780573622638,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1805,False,"{'a': 0.1160909897956587, 'e': 0.02695423582347146}",30,22,15.349724495138023,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1806,False,"{'a': 0.11597484070224999, 'e': 0.02690032735182452}",25,14,10.272464088349507,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1807,False,"{'a': 0.11585880781606737, 'e': 0.02684652669712087}",25,10,28.010381002721676,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1808,False,"{'a': 0.11574289102084549, 'e': 0.02679283364372663}",25,16,16.20880786133322,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1809,False,"{'a': 0.11562709020043524, 'e': 0.026739247976439177}",20,8,7.09483656887334,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1810,False,"{'a': 0.1155114052388038, 'e': 0.026685769480486298}",30,20,17.613268763957578,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1811,False,"{'a': 0.11539583602003438, 'e': 0.026632397941525325}",25,9,-10.297659493521238,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1812,False,"{'a': 0.11528038242832618, 'e': 0.026579133145642274}",25,13,21.426185135673077,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1813,False,"{'a': 0.11516504434799431, 'e': 0.02652597487935099}",25,7,36.075443025646805,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1814,False,"{'a': 0.11504982166346954, 'e': 0.026472922929592288}",30,13,33.216333402174186,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1815,False,"{'a': 0.11493471425929831, 'e': 0.026419977083733105}",25,20,11.243765700582816,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1816,False,"{'a': 0.1148197220201426, 'e': 0.02636713712956564}",25,17,12.545143561026979,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1817,False,"{'a': 0.11470484483077972, 'e': 0.026314402855306507}",25,13,24.678842519406736,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1818,False,"{'a': 0.11459008257610231, 'e': 0.026261774049595895}",20,16,7.598235137679718,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1819,False,"{'a': 0.11447543514111816, 'e': 0.0262092505014967}",25,18,13.076205521774302,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1820,False,"{'a': 0.11436090241095011, 'e': 0.026156832000493707}",20,0,33.82666923451318,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1821,False,"{'a': 0.11424648427083592, 'e': 0.02610451833649272}",20,8,10.313171872509578,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1822,False,"{'a': 0.1141321806061282, 'e': 0.026052309299819734}",20,10,16.8639673573067,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1823,False,"{'a': 0.11401799130229424, 'e': 0.026000204681220093}",35,22,26.57339864532811,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1824,False,"{'a': 0.11390391624491594, 'e': 0.025948204271857653}",25,11,24.706023134935684,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1825,False,"{'a': 0.11378995531968966, 'e': 0.025896307863313938}",35,25,22.037000345487183,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1826,False,"{'a': 0.11367610841242612, 'e': 0.02584451524758731}",25,9,21.87773435572054,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1827,False,"{'a': 0.11356237540905029, 'e': 0.025792826217092137}",25,2,32.238626168098655,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1828,False,"{'a': 0.11344875619560127, 'e': 0.025741240564657954}",25,14,18.019826557184842,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1829,False,"{'a': 0.11333525065823219, 'e': 0.02568975808352864}",25,6,20.620203469973262,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1830,False,"{'a': 0.11322185868321007, 'e': 0.02563837856736158}",25,18,13.674019766247016,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1831,False,"{'a': 0.11310858015691573, 'e': 0.02558710181022686}",20,14,12.999434247045754,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1832,False,"{'a': 0.11299541496584364, 'e': 0.025535927606606404}",30,23,14.731428640254034,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1833,False,"{'a': 0.11288236299660188, 'e': 0.02548485575139319}",30,24,10.181945402435089,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1834,False,"{'a': 0.11276942413591196, 'e': 0.025433886039890406}",20,14,13.641341092811235,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1835,False,"{'a': 0.11265659827060868, 'e': 0.025383018267810625}",20,16,7.474297234533322,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1836,False,"{'a': 0.11254388528764013, 'e': 0.025332252231275002}",35,13,39.12298555055193,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1837,False,"{'a': 0.11243128507406747, 'e': 0.02528158772681245}",20,12,14.36779739920324,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1838,False,"{'a': 0.11231879751706485, 'e': 0.025231024551358828}",35,21,26.559742738191993,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1839,False,"{'a': 0.11220642250391934, 'e': 0.025180562502256112}",20,0,23.68739006229463,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1840,False,"{'a': 0.11209415992203073, 'e': 0.0251302013772516}",30,18,21.215044627844602,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1841,False,"{'a': 0.1119820096589115, 'e': 0.025079940974497096}",25,18,13.290244389848635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1842,False,"{'a': 0.11186997160218666, 'e': 0.025029781092548102}",25,14,20.785642441615018,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1843,False,"{'a': 0.11175804563959368, 'e': 0.024979721530363007}",20,14,11.491667816514688,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1844,False,"{'a': 0.1116462316589823, 'e': 0.02492976208730228}",20,12,13.462128599430542,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1845,False,"{'a': 0.11153452954831448, 'e': 0.024879902563127675}",20,16,7.460176215227753,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1846,False,"{'a': 0.11142293919566433, 'e': 0.02483014275800142}",20,6,11.854632757864248,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1847,False,"{'a': 0.11131146048921786, 'e': 0.02478048247248542}",25,15,17.562241222636217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1848,False,"{'a': 0.111200093317273, 'e': 0.024730921507540447}",25,13,23.234534291921417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1849,False,"{'a': 0.11108883756823942, 'e': 0.024681459664525365}",25,16,19.815421513835073,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1850,False,"{'a': 0.11097769313063845, 'e': 0.024632096745196314}",20,6,24.557023656511223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1851,False,"{'a': 0.11086665989310295, 'e': 0.02458283255170592}",25,13,23.2197286604226,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1852,False,"{'a': 0.11075573774437718, 'e': 0.02453366688660251}",25,20,10.872931166741932,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1853,False,"{'a': 0.11064492657331675, 'e': 0.024484599552829306}",25,15,13.392613519666899,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1854,False,"{'a': 0.11053422626888842, 'e': 0.024435630353723647}",20,2,33.126472337014334,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1855,False,"{'a': 0.11042363672017011, 'e': 0.0243867590930162}",30,12,36.422035721469065,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1856,False,"{'a': 0.11031315781635065, 'e': 0.02433798557483017}",20,8,20.81910984469663,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1857,False,"{'a': 0.11020278944672977, 'e': 0.02428930960368051}",25,15,6.472842324830846,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1858,False,"{'a': 0.11009253150071796, 'e': 0.02424073098447315}",25,6,32.30552040695159,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1859,False,"{'a': 0.10998238386783632, 'e': 0.024192249522504206}",30,18,20.289577522206383,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1860,False,"{'a': 0.10987234643771653, 'e': 0.024143865023459197}",25,19,11.406624116533155,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1861,False,"{'a': 0.10976241910010065, 'e': 0.024095577293412277}",30,21,17.16689491350971,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
